# Weather station Whyalla (airport), Australia, WMO_ID=95664,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95664&lang=en
#
"Local time in Whyalla (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.12.2018 14:30";"34.2";"758.0";"758.8";"-1.9";"15";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"05.12.2018 13:30";"33.6";"758.3";"759.1";"-1.7";"15";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"No precipitation";"6";"";"";"";"";
"05.12.2018 11:30";"30.2";"759.9";"760.7";"-0.8";"26";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"05.12.2018 10:30";"30.4";"760.0";"760.9";"-0.9";"27";"Wind blowing from the east";"6";"";"";"";" ";"";"";"14.0";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"05.12.2018 08:30";"29.8";"760.7";"761.5";"0.7";"25";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"05.12.2018 07:30";"27.8";"760.9";"761.7";"1.0";"27";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"No precipitation";"24";"";"";"";"";
"05.12.2018 05:30";"14.5";"760.0";"760.9";"0.6";"82";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"05.12.2018 04:30";"14.1";"759.9";"760.7";"0.5";"82";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"05.12.2018 02:30";"15.0";"759.4";"760.2";"-1.0";"78";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"05.12.2018 01:30";"16.1";"759.4";"760.3";"-1.2";"76";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"04.12.2018 23:30";"19.4";"760.4";"761.2";"0.0";"74";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"04.12.2018 22:30";"20.2";"760.6";"761.4";"0.3";"73";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"04.12.2018 20:30";"21.7";"760.4";"761.2";"0.2";"61";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"04.12.2018 19:30";"21.8";"760.3";"761.1";"0.0";"67";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"04.12.2018 17:30";"24.9";"760.2";"761.0";"-0.7";"45";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"04.12.2018 16:30";"25.0";"760.3";"761.1";"-0.9";"48";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"04.12.2018 14:30";"26.5";"760.9";"761.8";"-1.9";"30";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"04.12.2018 13:30";"25.9";"761.2";"762.1";"-1.8";"38";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"04.12.2018 11:30";"22.4";"762.8";"763.6";"-0.6";"60";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"04.12.2018 10:30";"22.0";"763.0";"763.9";"-0.6";"62";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"04.12.2018 08:30";"18.6";"763.4";"764.2";"0.6";"72";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"04.12.2018 07:30";"18.4";"763.6";"764.4";"1.5";"74";"Wind blowing from the south-southeast";"5";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"13.7";"";"";"";"";"";"";
"04.12.2018 05:30";"16.9";"762.8";"763.6";"1.1";"82";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"04.12.2018 04:30";"16.9";"762.1";"762.9";"0.5";"83";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.0";"";"";"";"";"";"";
"04.12.2018 02:30";"17.2";"761.7";"762.5";"-1.3";"84";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"04.12.2018 01:30";"17.1";"761.6";"762.4";"-1.4";"85";"Wind blowing from the south-southeast";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"03.12.2018 23:30";"17.1";"763.0";"763.8";"0.4";"84";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"03.12.2018 22:30";"17.2";"763.0";"763.9";"0.6";"84";"Wind blowing from the south";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"22.3";"";"";"300-600";"";"";"";"14.5";"";"";"";"";"";"";
"03.12.2018 20:30";"17.9";"762.6";"763.4";"1.3";"80";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"03.12.2018 19:30";"18.1";"762.4";"763.2";"1.1";"77";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"03.12.2018 17:30";"20.3";"761.3";"762.1";"-0.2";"66";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"03.12.2018 16:30";"21.6";"761.3";"762.1";"-0.2";"59";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"03.12.2018 14:30";"20.3";"761.5";"762.4";"-0.8";"57";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"03.12.2018 13:30";"20.4";"761.5";"762.4";"-0.6";"57";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"03.12.2018 11:30";"20.7";"762.3";"763.1";"-0.1";"50";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"03.12.2018 10:30";"20.2";"762.1";"763.0";"-0.4";"52";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"11.1";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"03.12.2018 08:30";"18.3";"762.4";"763.2";"0.9";"54";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"03.12.2018 07:30";"18.5";"762.5";"763.3";"1.3";"54";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"No precipitation";"24";"";"";"";"";
"03.12.2018 05:30";"11.8";"761.5";"762.3";"1.0";"81";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"03.12.2018 04:30";"11.1";"761.2";"762.0";"0.6";"83";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"03.12.2018 02:30";"13.4";"760.5";"761.3";"-0.5";"79";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"03.12.2018 01:30";"13.6";"760.6";"761.4";"-0.3";"80";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"02.12.2018 23:30";"17.1";"761.0";"761.8";"0.6";"68";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"02.12.2018 22:30";"16.9";"760.9";"761.8";"0.7";"68";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"21.3";"";"";"600-1000";"";"";"";"11.0";"";"";"";"";"";"";
"02.12.2018 20:30";"17.3";"760.4";"761.2";"1.6";"68";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"02.12.2018 19:30";"17.3";"760.2";"761.0";"1.6";"65";"Wind blowing from the south";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.7";"No precipitation";"6";"";"";"";"";
"02.12.2018 17:30";"19.3";"758.8";"759.7";"-0.5";"58";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"02.12.2018 16:30";"19.7";"758.6";"759.4";"-0.8";"57";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"02.12.2018 14:30";"19.8";"759.3";"760.1";"-0.2";"55";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"02.12.2018 13:30";"19.8";"759.4";"760.3";"0.0";"56";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"No precipitation";"6";"";"";"";"";
"02.12.2018 11:30";"19.7";"759.5";"760.3";"0.1";"50";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"02.12.2018 10:30";"19.7";"759.4";"760.3";"0.3";"47";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"12.8";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"02.12.2018 08:30";"18.2";"759.4";"760.2";"1.6";"47";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"02.12.2018 07:30";"17.5";"759.1";"759.9";"1.4";"52";"Wind blowing from the south-southwest";"8";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"7.5";"0.4";"24";"";"";"";"";
"02.12.2018 05:30";"13.1";"757.8";"758.6";"1.4";"85";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"02.12.2018 04:30";"12.9";"757.7";"758.5";"1.2";"84";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"02.12.2018 02:30";"16.0";"756.4";"757.2";"0.0";"72";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"02.12.2018 01:30";"15.7";"756.5";"757.3";"0.2";"69";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"01.12.2018 23:30";"16.3";"756.4";"757.3";"1.8";"63";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"01.12.2018 22:30";"17.0";"756.3";"757.1";"2.8";"62";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"34.8";"";"";"1000-1500";"";"";"";"9.7";"";"";"";"";"";"";
"01.12.2018 20:30";"18.7";"754.6";"755.4";"5.5";"74";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"01.12.2018 19:30";"19.1";"753.5";"754.3";"4.9";"77";"Wind blowing from the south";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"01.12.2018 17:30";"31.8";"749.1";"749.9";"-1.0";"36";"Wind blowing from the west-southwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"01.12.2018 16:30";"32.5";"748.6";"749.5";"-2.4";"34";"Wind blowing from the west-northwest";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.6";"";"";"";"";"";"";
"01.12.2018 14:30";"28.0";"750.1";"751.0";"-1.9";"51";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"01.12.2018 13:30";"25.2";"751.0";"751.9";"-1.5";"66";"Wind blowing from the north";"5";"";"";"90  or more, but not 100%";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"18.4";"0.4";"6";"";"";"";"";
"01.12.2018 11:30";"33.5";"752.0";"752.8";"-1.7";"19";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"01.12.2018 10:30";"32.4";"752.5";"753.3";"-1.2";"17";"Wind blowing from the north";"8";"";"";"100%.";" ";"";"";"16.1";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.2";"";"";"";"";"";"";
"01.12.2018 08:30";"29.7";"753.7";"754.5";"-0.2";"19";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"01.12.2018 07:30";"28.5";"753.7";"754.5";"0.1";"20";"Wind blowing from the north";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.4";"No precipitation";"24";"";"";"";"";
"01.12.2018 05:30";"22.2";"753.9";"754.7";"0.1";"31";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"01.12.2018 04:30";"23.7";"753.6";"754.4";"-0.5";"27";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"01.12.2018 02:30";"23.4";"753.8";"754.6";"-2.2";"32";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"01.12.2018 01:30";"17.4";"754.1";"754.9";"-2.2";"67";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.2";"No precipitation";"6";"";"";"";"";
"30.11.2018 23:30";"16.8";"756.0";"756.8";"-0.5";"81";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"30.11.2018 22:30";"17.1";"756.3";"757.1";"-0.5";"81";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"25.8";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"30.11.2018 20:30";"19.3";"756.5";"757.3";"-0.4";"75";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"30.11.2018 19:30";"19.8";"756.8";"757.6";"-0.4";"75";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"No precipitation";"6";"";"";"";"";
"30.11.2018 17:30";"23.5";"756.9";"757.7";"-1.7";"53";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"30.11.2018 16:30";"24.0";"757.2";"758.0";"-1.9";"42";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"30.11.2018 14:30";"24.2";"758.6";"759.4";"-1.8";"41";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"30.11.2018 13:30";"24.0";"759.1";"759.9";"-1.4";"43";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"No precipitation";"6";"";"";"";"";
"30.11.2018 11:30";"22.8";"760.4";"761.3";"0.0";"46";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"30.11.2018 10:30";"21.8";"760.5";"761.4";"0.1";"54";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"12.0";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"30.11.2018 08:30";"19.6";"760.4";"761.3";"1.0";"56";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"30.11.2018 07:30";"18.9";"760.4";"761.3";"1.0";"67";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"No precipitation";"24";"";"";"";"";
"30.11.2018 05:30";"12.0";"759.4";"760.2";"0.1";"93";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"30.11.2018 04:30";"12.2";"759.4";"760.3";"0.0";"93";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"30.11.2018 02:30";"15.0";"759.3";"760.1";"-1.0";"88";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"30.11.2018 01:30";"15.5";"759.4";"760.3";"-0.9";"86";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"29.11.2018 23:30";"16.5";"760.3";"761.2";"0.6";"85";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"29.11.2018 22:30";"16.6";"760.3";"761.2";"0.8";"85";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"22.5";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"29.11.2018 20:30";"17.4";"759.7";"760.6";"0.9";"78";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"29.11.2018 19:30";"17.7";"759.5";"760.3";"0.7";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"29.11.2018 17:30";"20.3";"758.8";"759.7";"-0.6";"62";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"29.11.2018 16:30";"20.8";"758.8";"759.6";"-0.9";"57";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"29.11.2018 14:30";"22.1";"759.4";"760.3";"-1.6";"40";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"29.11.2018 13:30";"21.6";"759.7";"760.6";"-1.5";"40";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"No precipitation";"6";"";"";"";"";
"29.11.2018 11:30";"18.3";"761.0";"761.9";"-0.8";"54";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"29.11.2018 10:30";"17.5";"761.2";"762.1";"-0.7";"56";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"29.11.2018 08:30";"16.4";"761.8";"762.7";"0.6";"65";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"29.11.2018 07:30";"15.9";"761.9";"762.8";"1.0";"65";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"No precipitation";"24";"";"";"";"";
"29.11.2018 05:30";"14.1";"761.2";"762.1";"0.5";"71";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"29.11.2018 04:30";"14.2";"760.9";"761.8";"0.2";"70";"Wind blowing from the east-southeast";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.8";"";"";"";"";"";"";
"29.11.2018 02:30";"14.8";"760.7";"761.6";"-0.8";"70";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"29.11.2018 01:30";"15.0";"760.7";"761.6";"-0.9";"70";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"28.11.2018 23:30";"15.9";"761.5";"762.4";"0.1";"69";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"28.11.2018 22:30";"16.4";"761.6";"762.5";"0.4";"66";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"";"21.2";"";"";"1000-1500";"";"";"";"10.0";"";"";"";"";"";"";
"28.11.2018 20:30";"16.7";"761.4";"762.3";"1.2";"71";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"28.11.2018 19:30";"16.8";"761.2";"762.1";"1.2";"69";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"28.11.2018 17:30";"19.0";"760.2";"761.1";"-0.1";"57";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"28.11.2018 16:30";"20.1";"760.0";"760.9";"-0.4";"51";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"28.11.2018 14:30";"21.0";"760.3";"761.2";"-0.7";"48";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"28.11.2018 13:30";"20.1";"760.4";"761.3";"-0.8";"42";"Wind blowing from the south";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"No precipitation";"6";"";"";"";"";
"28.11.2018 11:30";"19.1";"761.0";"761.9";"0.1";"53";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"28.11.2018 10:30";"18.8";"761.2";"762.1";"0.4";"51";"Wind blowing from the south";"8";"";"";"50%.";" ";"";"";"13.9";"";"";"";"1500-2000";"";"";"";"8.5";"";"";"";"";"";"";
"28.11.2018 08:30";"17.3";"760.9";"761.8";"1.6";"61";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"28.11.2018 07:30";"16.9";"760.8";"761.7";"1.8";"63";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.8";"10.0";"24";"";"";"";"";
"28.11.2018 05:30";"15.3";"759.3";"760.1";"1.0";"66";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"28.11.2018 04:30";"15.3";"759.0";"759.8";"0.8";"72";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.3";"";"";"";"";"";"";
"28.11.2018 02:30";"15.2";"758.3";"759.1";"0.0";"76";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"28.11.2018 01:30";"15.5";"758.2";"759.1";"-0.3";"74";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"10.9";"0.6";"6";"";"";"";"";
"27.11.2018 23:30";"14.8";"758.3";"759.1";"0.4";"89";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"27.11.2018 22:30";"14.7";"758.5";"759.4";"0.9";"91";"Wind blowing from the south-west";"5";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"19.2";"";"";"300-600";"";"";"";"13.2";"";"";"";"";"";"";
"27.11.2018 20:30";"15.4";"757.9";"758.7";"1.5";"81";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"27.11.2018 19:30";"15.6";"757.6";"758.5";"1.5";"79";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"No precipitation";"6";"";"";"";"";
"27.11.2018 17:30";"17.2";"756.4";"757.3";"0.9";"75";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"27.11.2018 16:30";"18.2";"756.1";"756.9";"0.7";"75";"Wind blowing from the south";"10";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.7";"";"";"";"";"";"";
"27.11.2018 14:30";"17.6";"755.5";"756.3";"0.9";"68";"Wind blowing from the south";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
