# Weather station Hobart (airport), Australia, WMO_ID=94975,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94975&lang=en
#
"Local time in Hobart (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.11.2018 16:00";"19.0";"764.5";"766.9";"-1.6";"49";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"18.11.2018 15:00";"18.9";"764.9";"767.4";"-1.7";"48";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"18.11.2018 14:00";"18.4";"765.4";"767.8";"-1.8";"51";"Wind blowing from the south-east";"5";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"8.0";"No precipitation";"6";"";"";"";"";
"18.11.2018 13:00";"17.6";"766.1";"768.6";"-1.4";"52";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"18.11.2018 12:00";"16.0";"766.6";"769.0";"-1.0";"57";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"18.11.2018 11:00";"15.4";"767.2";"769.6";"-0.4";"58";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"11.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"40.0";"7.0";"";"";"";"";"";"";
"18.11.2018 10:00";"14.1";"767.5";"769.9";"0.0";"60";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"18.11.2018 09:00";"13.6";"767.6";"770.1";"0.4";"59";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"18.11.2018 08:00";"12.7";"767.6";"770.1";"0.8";"62";"Wind blowing from the east-southeast";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"40.0";"5.6";"No precipitation";"24";"";"";"";"";
"18.11.2018 07:00";"12.2";"767.5";"769.9";"0.9";"64";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"18.11.2018 06:00";"11.7";"767.2";"769.7";"0.7";"68";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"18.11.2018 05:00";"11.3";"766.8";"769.3";"0.1";"70";"Wind blowing from the south-southwest";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"40.0";"5.9";"";"";"";"";"";"";
"18.11.2018 04:00";"11.3";"766.6";"769.1";"-0.4";"70";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"18.11.2018 03:00";"11.4";"766.5";"769.0";"-0.8";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"18.11.2018 02:00";"11.6";"766.7";"769.2";"-0.7";"74";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"7.0";"No precipitation";"6";"";"";"";"";
"18.11.2018 01:00";"11.6";"767.0";"769.5";"-0.5";"74";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"18.11.2018 00:00";"11.7";"767.3";"769.8";"-0.2";"72";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"17.11.2018 23:00";"12.1";"767.4";"769.9";"0.2";"70";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"19.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"6.8";"";"";"";"";"";"";
"17.11.2018 22:00";"12.4";"767.5";"769.9";"0.7";"65";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"17.11.2018 21:00";"12.6";"767.5";"770.0";"1.2";"65";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"17.11.2018 20:00";"12.5";"767.2";"769.7";"1.5";"68";"Wind blowing from the south-east";"4";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"25.0";"6.6";"No precipitation";"6";"";"";"";"";
"17.11.2018 19:00";"13.0";"766.8";"769.3";"1.4";"67";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"17.11.2018 18:00";"13.5";"766.3";"768.7";"1.1";"65";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"17.11.2018 17:00";"15.2";"765.7";"768.2";"0.6";"58";"Wind blowing from the south-southeast";"8";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"";"";"25.0";"7.0";"";"";"";"";"";"";
"17.11.2018 16:00";"14.8";"765.4";"767.9";"0.7";"61";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"17.11.2018 15:00";"13.7";"765.2";"767.7";"0.5";"67";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"17.11.2018 14:00";"13.9";"765.1";"767.5";"0.0";"69";"Wind blowing from the south-southeast";"10";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"";"";"25.0";"8.3";"No precipitation";"6";"";"";"";"";
