# Weather station Dubbo (airport), Australia, WMO_ID=95719,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95719&lang=en
#
"Local time in Dubbo (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.02.2019 23:00";"18.8";"728.1";"752.0";"-0.1";"40";"Wind blowing from the east-northeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"31.9";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"11.02.2019 22:00";"20.7";"728.4";"752.3";"0.5";"35";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"11.02.2019 21:00";"21.6";"728.5";"752.4";"0.7";"34";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"11.02.2019 20:00";"22.8";"728.2";"752.2";"0.3";"30";"Wind blowing from the south-southwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.3";"No precipitation";"6";"";"";"";"";
"11.02.2019 19:00";"25.1";"727.9";"751.9";"-0.2";"23";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"11.02.2019 18:00";"30.1";"727.8";"751.7";"-0.6";"13";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"11.02.2019 17:00";"30.8";"727.9";"751.8";"-1.1";"12";"Wind blowing from the west";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"11.02.2019 16:00";"31.3";"728.1";"752.0";"-1.6";"14";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"11.02.2019 15:00";"31.0";"728.4";"752.3";"-1.9";"15";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"11.02.2019 14:00";"30.2";"729.0";"753.0";"-1.9";"17";"Wind blowing from the north-west";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.5";"No precipitation";"6";"";"";"";"";
"11.02.2019 13:00";"29.8";"729.7";"753.7";"-1.6";"19";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"11.02.2019 12:00";"28.5";"730.3";"754.3";"-1.2";"24";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"11.02.2019 11:00";"27.2";"730.9";"754.9";"-0.6";"26";"Wind blowing from the north-northwest";"2";"";"";"";"No significant weather observed. ";"";"";"11.0";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"11.02.2019 10:00";"25.4";"731.3";"755.4";"-0.1";"36";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"11.02.2019 09:00";"22.9";"731.5";"755.5";"0.3";"50";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"11.02.2019 08:00";"20.4";"731.5";"755.6";"0.6";"54";"Wind blowing from the east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.8";"No precipitation";"24";"";"";"";"";
"11.02.2019 07:00";"17.1";"731.4";"755.5";"0.8";"56";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"11.02.2019 06:00";"12.2";"731.2";"755.2";"0.6";"78";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"11.02.2019 05:00";"12.0";"730.9";"754.9";"0.1";"78";"Wind blowing from the east-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"11.02.2019 04:00";"11.5";"730.6";"754.6";"-0.3";"75";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"11.02.2019 03:00";"12.3";"730.6";"754.6";"-0.7";"77";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"11.02.2019 02:00";"14.1";"730.8";"754.8";"-0.6";"61";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.7";"No precipitation";"6";"";"";"";"";
"11.02.2019 01:00";"13.7";"730.9";"754.9";"-0.7";"64";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.02.2019 00:00";"16.2";"731.3";"755.4";"-0.2";"50";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"10.02.2019 23:00";"18.1";"731.4";"755.5";"0.2";"37";"Wind blowing from the south-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"28.4";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"10.02.2019 22:00";"19.5";"731.6";"755.7";"0.9";"34";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"10.02.2019 21:00";"19.3";"731.5";"755.5";"1.2";"38";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"10.02.2019 20:00";"20.5";"731.2";"755.2";"0.9";"32";"Wind blowing from the south-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"10.02.2019 19:00";"22.7";"730.7";"754.7";"0.3";"26";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"10.02.2019 18:00";"26.6";"730.3";"754.3";"-0.3";"17";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"10.02.2019 17:00";"27.6";"730.3";"754.3";"-0.8";"17";"Wind blowing from the south-west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"10.02.2019 16:00";"27.6";"730.4";"754.4";"-1.4";"18";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"10.02.2019 15:00";"27.9";"730.6";"754.6";"-1.5";"23";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"10.02.2019 14:00";"26.6";"731.1";"755.2";"-1.6";"23";"Wind blowing from the south-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.8";"No precipitation";"6";"";"";"";"";
"10.02.2019 13:00";"26.0";"731.8";"755.8";"-1.1";"24";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"10.02.2019 12:00";"24.4";"732.1";"756.2";"-0.8";"27";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"10.02.2019 11:00";"23.3";"732.7";"756.7";"0.0";"29";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"";"";"12.6";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"10.02.2019 10:00";"22.4";"732.9";"757.0";"0.6";"30";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"10.02.2019 09:00";"20.9";"732.9";"757.0";"0.9";"36";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"10.02.2019 08:00";"19.4";"732.7";"756.8";"1.4";"39";"Wind blowing from the south";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.1";"No precipitation";"24";"";"";"";"";
"10.02.2019 07:00";"16.8";"732.3";"756.4";"1.2";"61";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"10.02.2019 06:00";"13.3";"732.0";"756.1";"1.1";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.02.2019 05:00";"12.6";"731.3";"755.4";"0.4";"82";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"10.02.2019 04:00";"13.5";"731.1";"755.2";"0.1";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"10.02.2019 03:00";"14.4";"730.9";"754.9";"-0.1";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"10.02.2019 02:00";"15.5";"730.9";"754.9";"0.3";"69";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"10.02.2019 01:00";"17.0";"731.0";"755.0";"0.6";"66";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"10.02.2019 00:00";"17.6";"731.0";"755.0";"1.1";"64";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"09.02.2019 23:00";"19.1";"730.6";"754.6";"1.4";"57";"Wind blowing from the south-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"27.7";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"09.02.2019 22:00";"18.2";"730.4";"754.4";"1.8";"64";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"09.02.2019 21:00";"19.4";"729.9";"753.9";"2.2";"54";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"09.02.2019 20:00";"21.2";"729.2";"753.2";"2.0";"44";"Wind blowing from the south-southwest";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"09.02.2019 19:00";"22.7";"728.6";"752.5";"1.6";"38";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"09.02.2019 18:00";"25.1";"727.7";"751.6";"0.5";"30";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"09.02.2019 17:00";"26.7";"727.2";"751.1";"-0.7";"38";"Wind blowing from the south-southwest";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"09.02.2019 16:00";"26.6";"727.0";"751.0";"-1.2";"38";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"09.02.2019 15:00";"27.0";"727.2";"751.1";"-1.0";"50";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"09.02.2019 14:00";"25.8";"727.9";"751.8";"-0.6";"52";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"15.2";"No precipitation";"6";"";"";"";"";
"09.02.2019 13:00";"24.5";"728.2";"752.1";"-0.3";"66";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"";"";"";"";"";"";
"09.02.2019 12:00";"25.4";"728.2";"752.2";"-0.3";"64";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"09.02.2019 11:00";"23.8";"728.5";"752.5";"0.0";"75";"Wind blowing from the west";"5";"";"";"100%.";"No significant weather observed. ";"";"";"18.7";"";"";"";"300-600";"";"";"";"19.1";"";"";"";"";"";"";
"09.02.2019 10:00";"22.9";"728.5";"752.5";"0.4";"76";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"09.02.2019 09:00";"22.4";"728.5";"752.5";"0.5";"77";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"09.02.2019 08:00";"22.3";"728.5";"752.5";"0.6";"78";"Wind blowing from the south-southeast";"2";"";"";"50%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"18.3";"6.0";"24";"";"";"";"";
"09.02.2019 07:00";"20.9";"728.1";"752.0";"0.4";"86";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.5";"";"";"";"";"";"";
"09.02.2019 06:00";"18.8";"728.0";"751.9";"0.1";"94";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"09.02.2019 05:00";"19.1";"727.9";"751.9";"-0.6";"93";"Wind blowing from the south-southwest";"3";"";"";"40%.";"Rain (not freezing). ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.9";"";"";"";"";"";"";
"09.02.2019 04:00";"19.3";"727.7";"751.6";"-0.7";"92";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"09.02.2019 03:00";"19.4";"727.9";"751.8";"-0.3";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"09.02.2019 02:00";"19.4";"728.5";"752.4";"-1.8";"90";"Wind blowing from the east";"1";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.7";"6.0";"6";"";"";"";"";
"09.02.2019 01:00";"19.0";"728.4";"752.3";"-2.5";"92";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"";"";"";"";"";"";
"09.02.2019 00:00";"19.0";"728.2";"752.2";"-2.4";"90";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"08.02.2019 23:00";"19.2";"730.3";"754.3";"1.5";"92";"Wind blowing from the north-east";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"";"Precipitation";"";"35.1";"";"";"1000-1500";"";"";"";"17.9";"";"";"";"";"";"";
"08.02.2019 22:00";"19.2";"730.9";"754.9";"2.7";"87";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"08.02.2019 21:00";"20.6";"730.6";"754.6";"2.1";"85";"Wind blowing from the south-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"08.02.2019 20:00";"22.5";"728.8";"752.7";"0.8";"75";"Wind blowing from the south-southeast";"6";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.8";"0.2";"6";"";"";"";"";
"08.02.2019 19:00";"22.7";"728.2";"752.1";"0.3";"76";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"08.02.2019 18:00";"24.2";"728.5";"752.4";"-0.2";"66";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"08.02.2019 17:00";"25.6";"728.0";"751.9";"-1.4";"61";"Wind blowing from the south-west";"9";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"";"17.5";"";"";"";"";"";"";
"08.02.2019 16:00";"34.5";"727.9";"751.8";"-2.4";"28";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"08.02.2019 15:00";"34.4";"728.7";"752.6";"-2.4";"31";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"08.02.2019 14:00";"33.5";"729.4";"753.4";"-2.2";"32";"Wind blowing from the west";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.5";"No precipitation";"6";"";"";"";"";
"08.02.2019 13:00";"32.6";"730.3";"754.3";"-1.8";"34";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"08.02.2019 12:00";"31.5";"731.1";"755.2";"-1.3";"38";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"08.02.2019 11:00";"30.3";"731.6";"755.7";"-1.1";"39";"Wind blowing from the north-west";"8";"";"";"";"No significant weather observed. ";"";"";"20.8";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"08.02.2019 10:00";"29.4";"732.1";"756.1";"-0.3";"46";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"08.02.2019 09:00";"27.6";"732.4";"756.5";"0.4";"49";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"08.02.2019 08:00";"24.2";"732.7";"756.7";"0.9";"72";"Wind blowing from the north";"3";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.8";"12.0";"24";"";"";"";"";
"08.02.2019 07:00";"22.4";"732.4";"756.5";"0.8";"86";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"08.02.2019 06:00";"21.6";"732.0";"756.1";"0.1";"91";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.1";"";"";"";"";"";"";
"08.02.2019 05:00";"21.2";"731.8";"755.9";"-0.4";"92";"Wind blowing from the east";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"19.8";"";"";"";"";"";"";
"08.02.2019 04:00";"21.2";"731.6";"755.7";"-1.1";"91";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"08.02.2019 03:00";"21.4";"731.9";"756.0";"-1.3";"91";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"08.02.2019 02:00";"21.1";"732.2";"756.3";"-1.3";"92";"Wind blowing from the east-southeast";"3";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"19.7";"9.0";"6";"";"";"";"";
"08.02.2019 01:00";"21.0";"732.7";"756.8";"-1.9";"91";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.5";"";"";"";"";"";"";
"08.02.2019 00:00";"21.1";"733.2";"757.3";"-1.1";"90";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"07.02.2019 23:00";"20.9";"733.5";"757.6";"-0.7";"94";"Wind blowing from the east";"7";"";"";"60%.";"Rain, not freezing, moderate. ";"";"Precipitation";"";"36.1";"";"";"600-1000";"";"";"";"19.9";"";"";"";"";"";"";
"07.02.2019 22:00";"21.1";"734.6";"758.8";"1.0";"94";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.1";"";"";"";"";"";"";
"07.02.2019 21:00";"21.5";"734.3";"758.5";"2.7";"91";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";
"07.02.2019 20:00";"21.7";"734.2";"758.3";"2.8";"90";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"20.0";"3.0";"6";"";"";"";"";
"07.02.2019 19:00";"22.2";"733.6";"757.8";"2.4";"81";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"07.02.2019 18:00";"28.6";"731.6";"755.7";"-0.2";"45";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"07.02.2019 17:00";"32.1";"731.4";"755.5";"-1.3";"34";"Wind blowing from the north-east";"6";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.3";"";"";"";"";"";"";
"07.02.2019 16:00";"34.9";"731.2";"755.3";"-2.3";"26";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"07.02.2019 15:00";"35.0";"731.8";"755.8";"-2.5";"25";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"07.02.2019 14:00";"33.6";"732.7";"756.8";"-2.3";"28";"Wind blowing from the north-northwest";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"07.02.2019 13:00";"33.8";"733.5";"757.6";"-1.9";"29";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"07.02.2019 12:00";"32.8";"734.3";"758.5";"-1.4";"30";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"07.02.2019 11:00";"31.0";"735.0";"759.1";"-0.8";"33";"Wind blowing from the north";"4";"";"";"";"No significant weather observed. ";"";"";"22.4";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"07.02.2019 10:00";"29.6";"735.4";"759.6";"-0.2";"37";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"07.02.2019 09:00";"29.2";"735.7";"759.9";"0.5";"40";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"07.02.2019 08:00";"26.5";"735.8";"760.0";"1.0";"50";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.2";"No precipitation";"24";"";"";"";"";
"07.02.2019 07:00";"24.3";"735.6";"759.7";"1.1";"59";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"07.02.2019 06:00";"22.6";"735.2";"759.4";"0.7";"64";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"07.02.2019 05:00";"22.8";"734.8";"758.9";"0.2";"63";"Wind blowing from the east";"6";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.4";"";"";"";"";"";"";
"07.02.2019 04:00";"23.4";"734.5";"758.7";"-0.3";"60";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"07.02.2019 03:00";"23.5";"734.5";"758.7";"-0.4";"61";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"07.02.2019 02:00";"24.2";"734.6";"758.8";"-0.1";"58";"Wind blowing from the east";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"07.02.2019 01:00";"25.3";"734.8";"758.9";"0.5";"54";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"07.02.2019 00:00";"25.7";"734.9";"759.1";"1.1";"54";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"06.02.2019 23:00";"26.7";"734.7";"758.8";"1.7";"51";"Wind blowing from the east";"6";"";"";"40%.";"No significant weather observed. ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"";"15.7";"";"";"";"";"";"";
